Geo_GEOID,lng,lat,area
1400000US01101002202,-86.3055513006109,32.31768023420997,2897787.0
1400000US01055010602,-85.81199506761267,34.02242425611787,165418327.0
1400000US01117030900,-86.48675092487407,33.473264099265606,158318599.0
1400000US01005950900,-85.15817767252413,31.8527884320804,16201445.0
1400000US01053970700,-87.4282078673581,31.012154745910333,39489327.0
1400000US01055011001,-86.08055370670135,34.1587076281161,87182222.0
1400000US01073004702,-86.76956295784976,33.51200469748721,2542342.0
1400000US02013000100,-161.9818674069057,55.36657292224239,-2147483648.0
1400000US02016000200,-166.86577457308815,53.67186883738345,-2147483648.0
1400000US02070000100,-158.2093842450785,59.80592837699889,-2147483648.0
1400000US02122000400,-150.52514692057446,60.21420533081145,-2147483648.0
1400000US02122001200,-151.27032926988952,59.424837304044196,-2147483648.0
1400000US02180000100,-163.98329749410544,64.91886517894335,-2147483648.0
1400000US02240000100,-142.3764514443107,63.85674206811554,-2147483648.0
1400000US02261000200,-144.5257878167208,60.63134620323262,-2147483648.0
1400000US02290000100,-144.4503850122863,66.85703651421917,-2147483648.0
1400000US02290000200,-150.87173692533864,66.0452876655336,-2147483648.0
1400000US02050000100,-162.41870508405935,60.42433935426043,-2147483648.0
1400000US02050000200,-161.88434472720908,60.8136468982445,567034388.0
1400000US02100000100,-135.50256797066547,59.11799320973875,-2147483648.0
1400000US02105000200,-135.8886021042233,59.39874467070323,3598502.0
1400000US02110000600,-134.54269422815247,58.18658979755146,463339231.0
1400000US02130000300,-131.62947130923902,55.345908557882325,7178626.0
1400000US02170000402,-149.7443040786177,61.82195891358256,1745676842.0
1400000US02170001300,-148.97313086112106,61.52393620268778,409496713.0
1400000US02188000200,-162.15696767115898,66.69422392058274,662453027.0
1400000US02198000200,-133.01106309523442,55.507679354105974,335804580.0
1400000US02050000300,-156.81324405602575,61.47708346961827,-2147483648.0
1400000US02122000100,-152.99551783123036,60.34572101401175,-2147483648.0
1400000US02170000101,-150.3876311251914,62.46824913601188,-2147483648.0
1400000US02180000200,-165.4123566653978,64.65577778571328,1908739435.0
1400000US02240000400,-145.4206678194009,63.930715342917,-2147483648.0
1400000US02261000300,-147.3584871422664,60.83831707443946,-2147483648.0
1400000US02261000100,-143.96811173407409,61.88388172743694,-2147483648.0
1400000US02290000400,-156.69890402799652,62.96316704538925,-2147483648.0
1400000US02185000300,-149.66112381913265,70.08235372909225,-2147483648.0
1400000US02070000200,-158.6502791560991,59.05178632233396,409651416.0
1400000US02122001100,-151.11891462673736,59.82792731887179,521288307.0
1400000US02170000200,-147.5348377842771,62.03250897305291,-2147483648.0
1400000US02170000300,-149.17738612055285,61.74722698214986,392213423.0
1400000US02170000501,-149.87586952329198,61.49390046873703,129809951.0
1400000US02170001201,-149.11479094413272,61.579682648532724,22503094.0
1400000US02188000100,-159.70629558241296,67.05827467494419,-2147483648.0
1400000US02195000200,-132.93171107667524,57.11787939263222,-2147483648.0
1400000US02220000100,-135.3151817932945,57.24096416264131,-2147483648.0
1400000US02270000100,-163.38123875296228,62.155423416824476,-2147483648.0
1400000US02275000300,-132.01974817026078,56.32939686223943,-2147483648.0
1400000US02020000101,-148.83016826931043,61.26230756990812,1598907518.0
1400000US02020001200,-149.90512942199103,61.20958093877234,2010013.0
1400000US02060000100,-156.7036882896091,58.74213746322611,1304962204.0
1400000US02122000300,-149.4234281034928,60.5944147113917,-2147483648.0
1400000US02198000100,-133.17366236860863,55.8202933021135,-2147483648.0
1400000US02110000400,-134.44717850668025,58.382039393064815,142536670.0
1400000US02130000200,-131.6722789124728,55.36701696736676,13478407.0
1400000US02150000100,-153.79079285433065,57.66579471852184,-2147483648.0
1400000US02164000100,-156.18433187658673,58.64206118620329,-2147483648.0
1400000US02170000401,-149.79185782882283,61.61773096803777,57056765.0
1400000US02020001900,-149.88056605476626,61.183940694099405,4483867.0
1400000US02020002711,-149.95031718265042,61.13053493906947,7416313.0
1400000US02090001100,-147.65510650503577,64.51087779574331,-2147483648.0
1400000US02105000300,-135.64033286447923,58.2871138654319,-2147483648.0
1400000US02170000601,-149.40650616049518,61.51709418214336,98844847.0
1400000US02170000703,-149.575746567571,61.60526212094705,49464326.0
1400000US02198000300,-130.1699777842024,55.95358459563067,509849135.0
1400000US02220000200,-135.33366287126586,57.06118299246137,17109651.0
1400000US02020002301,-150.07033101321633,61.16189040879915,50814201.0
1400000US02068000100,-150.0086978690794,63.67335748068032,-2147483648.0
1400000US02110000300,-134.5610639759375,58.376197895875,13206441.0
1400000US04005942201,-111.3192087900304,36.55335330608495,-2147483648.0
1400000US04013422501,-111.76247083616039,33.40093651024589,2605462.0
1400000US05115951400,-93.16021868562953,35.307528769558374,14879247.0
1400000US06083980100,-119.94077987249081,33.99273784006601,506568459.0
1400000US06069000300,-121.42276103778175,36.86172658602181,6527863.0
1400000US06083990000,-119.04825208270957,33.46814231332903,0.0
1400000US06101050900,-121.75897435487136,38.971293618278594,481548669.0
1400000US06037990300,-118.20340049725402,33.723119408974696,0.0
1400000US06037980033,-118.2170730915149,33.74728234882214,12659832.0
1400000US06025010800,-115.35978466793316,32.82200364525387,289988495.0
1400000US06065046402,-117.34894273922018,33.64805076800796,2475930.0
1400000US06107003200,-119.32622461846219,36.05259483930179,307722355.0
1400000US06111003612,-119.33299585715906,34.0724472309156,4754317.0
1400000US06025012301,-115.92195043072473,32.93270290859535,-2147483648.0
1400000US06025012302,-115.87697144514179,33.2813759806587,167940113.0
1400000US06001990000,-122.06486739304,37.48719716557656,0.0
1400000US06037980003,-117.95445904012331,34.795788497150866,191999272.0
1400000US06081613502,-122.46711893117035,37.521251248588314,24125443.0
1400000US06061990000,-120.07045266056836,39.14012584076582,0.0
1400000US06029006304,-118.81964472544847,35.20184783152437,3964935.0
1400000US06011000200,-122.0334206710564,39.18967553794181,215984495.0
1400000US06041132100,-122.67835814438207,37.922642701218564,42944965.0
1400000US06047002402,-120.62207355332501,36.97462907991888,28084168.0
1400000US06025011000,-115.55559992107024,32.867753646514004,180074677.0
1400000US06017990000,-120.04305153511793,39.00448507957229,0.0
1400000US06019001900,-119.88730094056523,36.7085431368115,66565790.0
1400000US06065045604,-115.93611549284098,33.49821393311069,261006914.0
1400000US06067004005,-121.53471846719539,38.508031325941026,1856716.0
1400000US06079010707,-120.84929445030492,35.323139426391734,13990662.0
1400000US06037599100,-118.45976546280744,33.17262637857381,337369844.0
1400000US06085504601,-122.08826602323718,37.43891791757093,19253986.0
1400000US06019007801,-120.09429352776861,36.1459826545869,293191132.0
1400000US08013013207,-105.15449645796825,40.19596773272041,5461759.0
1400000US08069001608,-105.01524072189814,40.48749362213806,15887186.0
1400000US08059011951,-105.06831960100946,39.67490560243279,2926232.0
1400000US08123002209,-104.85750084534132,40.440556454104104,41081054.0
1400000US08035014506,-104.822753068621,39.23582784971483,199961945.0
1400000US08123001500,-104.69234041608249,40.49858603988525,169556197.0
1400000US09003330100,-72.9485704967335,42.00443254276145,85674887.0
